character_id,name,real_name,publisher_id,alignment,first_appeared,description
284,Titanstorm,Richard Anderson,10,Antihero,1994-10-12,"Raised in secret, now unleashed upon a world unprepared."
285,Voidhunter,Charles Miller,19,Neutral,1954-02-21,"Master of the arcane arts, wielder of forbidden knowledge."
286,Blazestrike,Jessica Jackson,3,Villain,1991-08-24,"Raised in secret, now unleashed upon a world unprepared."
287,Megablade,,12,Hero,1992-12-19,A vigilante who operates outside the law to protect the innocent.
288,Thundermind,Sarah Wilson,8,Villain,1984-07-17,"Master of the arcane arts, wielder of forbidden knowledge."
289,Blazeclaw,Joseph Robinson,17,Hero,1940-03-15,"Raised in secret, now unleashed upon a world unprepared."
290,Shadowarrow,Karen Brown,15,Antihero,1978-08-04,The last survivor of a destroyed civilization seeking justice.
291,Hyperblade,William Brown,6,Neutral,2004-06-07,"Gifted with powers beyond comprehension, burdened by their weight."
292,Alphawing,Jessica Harris,8,Antihero,1994-07-01,A cosmic entity whose motives remain ambiguous to all.
293,Frostman,Robert Harris,19,Villain,1938-05-26,"Gifted with powers beyond comprehension, burdened by their weight."
294,Voidbolt,William Lewis,13,Villain,1990-08-30,A former soldier seeking redemption through heroic deeds.
295,Neowing,John Thompson,13,Villain,1950-05-15,"Driven by tragedy, defined by an unbreakable will."
296,Solarman,Robert Jackson,18,Villain,1982-05-29,A mercenary with a strict personal code of honor.
297,Plasmaman,,8,Hero,1962-08-29,"Gifted with powers beyond comprehension, burdened by their weight."
298,Steelclaw,Karen Young,17,Hero,1948-03-31,"Once a villain, now fighting for the side of good."
299,Alphaforce,Maria Harris,18,Hero,1976-02-22,A former soldier seeking redemption through heroic deeds.
300,Thundershield,Michael Thompson,4,Hero,2005-04-18,A mercenary with a strict personal code of honor.
301,Ironfist,William Davis,13,Villain,1989-10-21,"Once a villain, now fighting for the side of good."
302,Solarclaw,,11,Villain,2015-12-15,A former soldier seeking redemption through heroic deeds.
303,Thunderwoman,Joseph Smith,4,Neutral,1952-03-04,"Raised in secret, now unleashed upon a world unprepared."
304,Megaforce,Susan Garcia,2,Hero,1965-05-29,"Gifted with powers beyond comprehension, burdened by their weight."
305,Shadowbolt,Charles Davis,17,Villain,1938-11-01,A vigilante who operates outside the law to protect the innocent.
306,Neostorm,Barbara Jones,13,Antihero,2005-07-27,A cosmic entity whose motives remain ambiguous to all.
307,Solarstar,John White,20,Villain,2015-02-25,"Gifted with powers beyond comprehension, burdened by their weight."
308,Thunderfist,David Davis,18,Villain,2002-09-13,"Driven by tragedy, defined by an unbreakable will."
309,Neonstar,Thomas Miller,13,Hero,1942-11-24,"Gifted with powers beyond comprehension, burdened by their weight."
310,Ultraforce,,5,Hero,2013-04-08,"Driven by tragedy, defined by an unbreakable will."
311,Ultraveil,Michael Miller,2,Neutral,2023-02-10,A mercenary with a strict personal code of honor.
312,Omegashield,Thomas White,14,Antihero,1945-05-24,"Master of the arcane arts, wielder of forbidden knowledge."
313,Voidwing,Michael Brown,1,Hero,1976-07-08,"Once a villain, now fighting for the side of good."
314,Omegahawk,Charles Williams,16,Villain,1970-04-23,A vigilante who operates outside the law to protect the innocent.
315,Titanveil,Linda Wilson,4,Antihero,1998-06-24,A former soldier seeking redemption through heroic deeds.
316,Blazearrow,James Davis,2,Villain,1972-05-11,A cosmic entity whose motives remain ambiguous to all.
317,Alphamind,Patricia White,11,Hero,1944-12-27,"Driven by tragedy, defined by an unbreakable will."
318,Omegawoman,Thomas Johnson,13,Hero,1979-09-23,"Once a villain, now fighting for the side of good."
319,Solarveil,,7,Antihero,1987-01-13,"Gifted with powers beyond comprehension, burdened by their weight."
320,Ironman,,1,Hero,1969-01-29,A vigilante who operates outside the law to protect the innocent.
321,Neostar,Patricia White,16,Neutral,1950-10-10,"Once a villain, now fighting for the side of good."
322,Plasmablade,Richard Williams,19,Villain,1977-01-09,A cosmic entity whose motives remain ambiguous to all.
323,Voidstorm,,13,Antihero,2003-12-22,The last survivor of a destroyed civilization seeking justice.
324,Voidfire,Robert Jones,19,Hero,1947-06-25,A cosmic entity whose motives remain ambiguous to all.
325,Neohawk,Barbara Lewis,2,Hero,2014-11-06,The last survivor of a destroyed civilization seeking justice.
326,Blazeforce,Maria Taylor,9,Antihero,1953-08-07,A vigilante who operates outside the law to protect the innocent.
327,Blazefist,Richard Thomas,3,Villain,1961-03-22,A former soldier seeking redemption through heroic deeds.
328,Ironwoman,Lisa Davis,10,Villain,2017-03-13,"Master of the arcane arts, wielder of forbidden knowledge."
329,Megastrike,Jessica Miller,17,Hero,2009-12-19,"Master of the arcane arts, wielder of forbidden knowledge."
330,Solarbolt,Karen Thomas,19,Villain,1972-11-04,"Once a villain, now fighting for the side of good."
331,Thunderwave,Michael Johnson,16,Villain,2006-10-18,"Driven by tragedy, defined by an unbreakable will."
332,Steelwing,William Thomas,19,Hero,2000-11-06,The last survivor of a destroyed civilization seeking justice.
333,Ironveil,,16,Villain,1953-10-01,"Raised in secret, now unleashed upon a world unprepared."
334,Quantumforce,Charles Garcia,13,Hero,1999-10-08,"Once a villain, now fighting for the side of good."
335,Voltmind,,14,Villain,1971-12-23,The last survivor of a destroyed civilization seeking justice.
336,Alphahunter,Karen Robinson,8,Hero,1944-08-12,A vigilante who operates outside the law to protect the innocent.
337,Plasmalance,,5,Hero,1938-05-06,A mercenary with a strict personal code of honor.
338,Blazebolt,Richard Johnson,17,Villain,1984-05-14,"Driven by tragedy, defined by an unbreakable will."
339,Frostlance,William Wilson,17,Villain,2016-05-12,A vigilante who operates outside the law to protect the innocent.
340,Neomind,Charles Robinson,19,Antihero,2022-04-20,A former soldier seeking redemption through heroic deeds.
341,Neoveil,,10,Antihero,2016-12-17,The last survivor of a destroyed civilization seeking justice.
342,Acidstrike,Karen Robinson,20,Villain,1953-06-13,"Once a villain, now fighting for the side of good."
343,Megastar,Jessica Martin,17,Antihero,2011-08-29,A vigilante who operates outside the law to protect the innocent.
344,Steelstar,,7,Antihero,1960-05-20,A vigilante who operates outside the law to protect the innocent.
345,Voltarrow,Sarah Smith,8,Hero,1991-04-18,"Raised in secret, now unleashed upon a world unprepared."
346,Ultrafire,Barbara Wilson,14,Antihero,2014-05-26,The last survivor of a destroyed civilization seeking justice.
347,Quantumhunter,James Thompson,12,Villain,1991-04-09,"Driven by tragedy, defined by an unbreakable will."
348,Voidstrike,Barbara Miller,5,Villain,1959-07-24,A vigilante who operates outside the law to protect the innocent.
349,Blazelance,Karen Thomas,17,Hero,1953-04-02,"Master of the arcane arts, wielder of forbidden knowledge."
350,Plasmaclaw,Linda Williams,16,Hero,1953-11-12,The last survivor of a destroyed civilization seeking justice.
351,Plasmawing,David Jones,20,Villain,1976-07-10,A mercenary with a strict personal code of honor.
352,Ultrastorm,,17,Hero,1998-09-18,A vigilante who operates outside the law to protect the innocent.
353,Omegastorm,John Anderson,16,Hero,1954-11-27,A cosmic entity whose motives remain ambiguous to all.
354,Acidclaw,Nancy Wilson,16,Antihero,1956-06-08,A vigilante who operates outside the law to protect the innocent.
355,Quantumstar,,17,Neutral,1970-02-10,A mercenary with a strict personal code of honor.
356,Neonforce,,11,Villain,1948-05-25,A former soldier seeking redemption through heroic deeds.
357,Voidhawk,William Garcia,4,Villain,1978-12-16,"Once a villain, now fighting for the side of good."
358,Quantumman,,5,Villain,1981-10-16,A former soldier seeking redemption through heroic deeds.
359,Steelarrow,,16,Antihero,1944-09-19,"Raised in secret, now unleashed upon a world unprepared."
360,Hyperarrow,Richard Jackson,8,Hero,1977-11-07,"Driven by tragedy, defined by an unbreakable will."
361,Titanclaw,Karen Smith,4,Villain,1941-03-20,"Master of the arcane arts, wielder of forbidden knowledge."
362,Quantumshield,,18,Hero,1998-03-29,"Raised in secret, now unleashed upon a world unprepared."
363,Omegaforce,Maria Garcia,16,Hero,2002-04-24,A mercenary with a strict personal code of honor.
364,Voltstar,Sarah White,2,Neutral,2013-02-18,"Driven by tragedy, defined by an unbreakable will."
365,Frostwave,William Thompson,13,Villain,1992-08-20,"Gifted with powers beyond comprehension, burdened by their weight."
366,Voltfist,Lisa Thompson,10,Antihero,1987-02-23,The last survivor of a destroyed civilization seeking justice.
367,Shadowlance,Joseph Brown,20,Antihero,2004-05-05,"Master of the arcane arts, wielder of forbidden knowledge."
368,Shadowshield,David Garcia,6,Antihero,1948-09-15,A mercenary with a strict personal code of honor.
369,Frosthawk,Robert Anderson,11,Hero,1957-08-07,"Driven by tragedy, defined by an unbreakable will."
370,Neohunter,Barbara Smith,17,Antihero,1971-08-22,"Master of the arcane arts, wielder of forbidden knowledge."
371,Volthunter,James Jackson,4,Villain,1995-07-19,"Driven by tragedy, defined by an unbreakable will."
372,Solararrow,Barbara Lewis,3,Hero,2021-02-19,"Raised in secret, now unleashed upon a world unprepared."
373,Blazewave,,7,Hero,1998-03-13,"Driven by tragedy, defined by an unbreakable will."
374,Ironfire,Lisa Williams,7,Hero,1978-06-06,The last survivor of a destroyed civilization seeking justice.
375,Omegaman,,19,Villain,1990-12-08,"Gifted with powers beyond comprehension, burdened by their weight."
376,Titanfire,Susan Davis,2,Villain,1984-06-18,The last survivor of a destroyed civilization seeking justice.
377,Steelfire,Michael Miller,5,Hero,1970-07-01,"Driven by tragedy, defined by an unbreakable will."
378,Steelfist,Maria Robinson,5,Hero,1961-03-03,A cosmic entity whose motives remain ambiguous to all.
379,Plasmahawk,Richard Jones,4,Hero,1984-11-23,"Master of the arcane arts, wielder of forbidden knowledge."
380,Acidveil,Nancy White,19,Hero,1962-09-21,A mercenary with a strict personal code of honor.
381,Voidshield,Richard Jones,4,Antihero,1978-01-25,A cosmic entity whose motives remain ambiguous to all.
382,Steelhunter,,1,Antihero,2011-11-10,A cosmic entity whose motives remain ambiguous to all.
383,Hyperwave,Patricia Lewis,6,Villain,1970-04-10,"Gifted with powers beyond comprehension, burdened by their weight."
384,Alphaveil,Michael Davis,20,Neutral,1978-10-19,A mercenary with a strict personal code of honor.
385,Quantumstrike,Michael Davis,9,Villain,1993-01-01,The last survivor of a destroyed civilization seeking justice.
386,Frostblade,Maria Miller,9,Villain,1994-07-05,A former soldier seeking redemption through heroic deeds.
387,Megawing,William Anderson,10,Antihero,1992-04-24,A mercenary with a strict personal code of honor.
388,Alphaclaw,Nancy Garcia,19,Villain,1994-08-13,"Driven by tragedy, defined by an unbreakable will."
389,Alphafire,,15,Hero,1974-12-25,"Once a villain, now fighting for the side of good."
390,Blazemind,Linda Wilson,19,Hero,2008-10-18,"Gifted with powers beyond comprehension, burdened by their weight."
391,Voidwoman,Joseph Young,10,Villain,1981-12-20,"Gifted with powers beyond comprehension, burdened by their weight."
392,Voidarrow,David Taylor,3,Neutral,1984-08-09,A former soldier seeking redemption through heroic deeds.
393,Plasmaforce,Jessica Brown,6,Antihero,1987-05-05,A mercenary with a strict personal code of honor.
394,Shadowhawk,Karen Garcia,16,Antihero,1999-11-13,"Driven by tragedy, defined by an unbreakable will."
395,Shadowwave,Joseph Smith,3,Hero,1962-05-05,The last survivor of a destroyed civilization seeking justice.
396,Acidman,,14,Hero,1998-03-25,"Gifted with powers beyond comprehension, burdened by their weight."
397,Shadowwoman,Maria Thomas,2,Hero,1940-11-28,"Driven by tragedy, defined by an unbreakable will."
398,Hyperstar,,15,Villain,2009-09-07,"Raised in secret, now unleashed upon a world unprepared."
399,Omegawoman,Nancy Thomas,14,Villain,1996-07-01,"Once a villain, now fighting for the side of good."
400,Neonblade,Linda Robinson,3,Antihero,1947-07-17,A former soldier seeking redemption through heroic deeds.
401,Hyperbolt,Thomas Johnson,14,Villain,1980-12-30,A former soldier seeking redemption through heroic deeds.
402,Ironclaw,,20,Villain,1968-09-08,A cosmic entity whose motives remain ambiguous to all.
403,Neonhawk,,14,Antihero,1998-04-05,A former soldier seeking redemption through heroic deeds.
404,Omegamind,Maria Young,3,Neutral,1984-01-23,A former soldier seeking redemption through heroic deeds.
405,Solarblade,Jessica Brown,4,Hero,1963-12-25,A vigilante who operates outside the law to protect the innocent.
406,Voltmind,,20,Hero,1996-05-25,A vigilante who operates outside the law to protect the innocent.
407,Titanclaw,Maria Williams,10,Villain,2020-06-09,"Raised in secret, now unleashed upon a world unprepared."
408,Neoclaw,Robert Garcia,7,Hero,1954-05-24,"Gifted with powers beyond comprehension, burdened by their weight."
409,Solarveil,Thomas Lewis,6,Villain,1951-10-09,The last survivor of a destroyed civilization seeking justice.
410,Alphahunter,Michael Miller,6,Hero,1989-04-22,"Gifted with powers beyond comprehension, burdened by their weight."
411,Titanveil,,2,Hero,1951-08-06,"Raised in secret, now unleashed upon a world unprepared."
412,Solarbolt,,20,Villain,1952-03-18,"Master of the arcane arts, wielder of forbidden knowledge."
413,Alphastrike,Michael Thomas,15,Hero,1969-08-20,"Once a villain, now fighting for the side of good."
414,Titanfire,Nancy Anderson,1,Hero,2022-05-22,"Once a villain, now fighting for the side of good."
415,Ironwave,Barbara Anderson,11,Hero,1974-08-25,A mercenary with a strict personal code of honor.
416,Plasmafire,Karen Wilson,14,Hero,1968-04-24,A cosmic entity whose motives remain ambiguous to all.
417,Voidforce,Karen Jackson,10,Hero,2021-05-06,"Gifted with powers beyond comprehension, burdened by their weight."
418,Steelveil,David Thomas,1,Antihero,2017-04-06,A mercenary with a strict personal code of honor.
419,Ultrafist,,3,Antihero,2000-09-25,The last survivor of a destroyed civilization seeking justice.
420,Megastrike,Barbara Miller,20,Villain,1943-12-30,A vigilante who operates outside the law to protect the innocent.
421,Solarblade,,5,Villain,1989-06-30,A cosmic entity whose motives remain ambiguous to all.
422,Ironstar,David Thomas,20,Neutral,1990-05-06,"Raised in secret, now unleashed upon a world unprepared."
423,Shadowwave,Barbara Johnson,7,Villain,1983-03-25,"Once a villain, now fighting for the side of good."
424,Voidclaw,,14,Neutral,1997-05-09,A mercenary with a strict personal code of honor.
425,Alphaveil,Patricia Garcia,13,Hero,1993-04-16,A vigilante who operates outside the law to protect the innocent.
426,Voidblade,,18,Hero,2008-04-15,"Gifted with powers beyond comprehension, burdened by their weight."
427,Ironbolt,Nancy Anderson,4,Villain,1940-11-30,The last survivor of a destroyed civilization seeking justice.
428,Titanhunter,Susan Johnson,18,Hero,2013-08-15,A mercenary with a strict personal code of honor.
429,Ironwoman,Lisa Williams,4,Antihero,1995-05-10,"Driven by tragedy, defined by an unbreakable will."
430,Neonstrike,Linda Robinson,11,Hero,2015-07-11,A mercenary with a strict personal code of honor.
431,Alphastorm,Jessica Thomas,11,Antihero,2013-07-02,"Driven by tragedy, defined by an unbreakable will."
432,Ultrablade,Joseph Brown,5,Hero,1976-01-11,The last survivor of a destroyed civilization seeking justice.
433,Steelbolt,Nancy Young,8,Hero,1971-11-10,The last survivor of a destroyed civilization seeking justice.
434,Neonlance,Karen Lewis,3,Villain,2018-11-06,A mercenary with a strict personal code of honor.
435,Shadowfist,Karen Garcia,17,Hero,1988-03-28,"Driven by tragedy, defined by an unbreakable will."
436,Thunderclaw,Charles Young,18,Villain,2014-11-27,"Driven by tragedy, defined by an unbreakable will."
437,Neonwoman,,9,Villain,1990-05-08,"Gifted with powers beyond comprehension, burdened by their weight."
438,Neonveil,Barbara Martin,1,Antihero,1938-02-09,A cosmic entity whose motives remain ambiguous to all.
439,Ironstorm,Charles Anderson,13,Hero,1985-11-20,"Once a villain, now fighting for the side of good."
440,Ultrahunter,,16,Villain,1946-07-10,A vigilante who operates outside the law to protect the innocent.
441,Omegastar,David Miller,8,Antihero,1984-10-03,"Driven by tragedy, defined by an unbreakable will."
442,Alphaclaw,Karen Brown,15,Hero,1955-08-20,A vigilante who operates outside the law to protect the innocent.
443,Ultraveil,,3,Hero,2005-07-21,A cosmic entity whose motives remain ambiguous to all.
444,Solarwave,,2,Antihero,1961-03-07,A former soldier seeking redemption through heroic deeds.
445,Alphaforce,Michael Young,13,Villain,1958-11-16,A vigilante who operates outside the law to protect the innocent.
446,Plasmahunter,Linda Garcia,6,Antihero,1938-10-10,A former soldier seeking redemption through heroic deeds.
447,Plasmalance,,16,Hero,1951-10-23,A mercenary with a strict personal code of honor.
448,Alphawave,Charles Young,2,Villain,2014-11-30,The last survivor of a destroyed civilization seeking justice.
449,Ultralance,Nancy Lewis,13,Hero,1969-06-08,"Master of the arcane arts, wielder of forbidden knowledge."
450,Alphashield,Thomas Johnson,13,Villain,2003-08-10,"Gifted with powers beyond comprehension, burdened by their weight."
451,Frostblade,John Smith,16,Hero,1974-01-17,A mercenary with a strict personal code of honor.
452,Plasmastorm,Joseph Martin,14,Villain,1984-02-06,"Gifted with powers beyond comprehension, burdened by their weight."
453,Voidlance,,10,Hero,1988-07-16,"Master of the arcane arts, wielder of forbidden knowledge."
454,Frosthawk,Richard Anderson,14,Villain,1958-12-14,"Raised in secret, now unleashed upon a world unprepared."
455,Ironveil,Richard Young,11,Antihero,1950-10-30,A vigilante who operates outside the law to protect the innocent.
456,Quantumforce,Barbara Jones,13,Villain,1970-09-14,"Gifted with powers beyond comprehension, burdened by their weight."
457,Steelhunter,Jessica Jones,9,Antihero,1989-07-07,"Raised in secret, now unleashed upon a world unprepared."
458,Voidstorm,Linda Smith,5,Antihero,1971-11-06,"Master of the arcane arts, wielder of forbidden knowledge."
459,Hyperfire,Linda Lewis,12,Antihero,1971-05-03,"Master of the arcane arts, wielder of forbidden knowledge."
460,Hyperfist,,9,Neutral,2009-05-11,"Master of the arcane arts, wielder of forbidden knowledge."
461,Neoveil,Nancy Robinson,3,Villain,2002-04-12,A vigilante who operates outside the law to protect the innocent.
462,Quantumhunter,Lisa White,8,Neutral,1938-09-18,A vigilante who operates outside the law to protect the innocent.
463,Blazemind,Patricia Anderson,16,Antihero,2003-03-29,"Driven by tragedy, defined by an unbreakable will."
464,Neoblade,Karen Robinson,16,Hero,2017-01-18,"Raised in secret, now unleashed upon a world unprepared."
465,Voltfire,,14,Antihero,1979-05-14,"Raised in secret, now unleashed upon a world unprepared."
466,Ultrabolt,,16,Hero,1938-02-28,"Master of the arcane arts, wielder of forbidden knowledge."
467,Quantumshield,Richard Taylor,3,Hero,1972-07-26,A vigilante who operates outside the law to protect the innocent.
468,Titanarrow,Lisa Johnson,6,Neutral,1989-10-11,A former soldier seeking redemption through heroic deeds.
469,Neoblade,Charles Lewis,16,Villain,2015-03-08,"Driven by tragedy, defined by an unbreakable will."
470,Voltstrike,Nancy Young,9,Hero,1938-04-29,"Driven by tragedy, defined by an unbreakable will."
471,Neonbolt,Jessica Thomas,14,Hero,2017-08-02,A former soldier seeking redemption through heroic deeds.
472,Alphafist,Maria Miller,12,Villain,1959-09-16,A cosmic entity whose motives remain ambiguous to all.
473,Blazeman,,3,Villain,1975-02-10,A cosmic entity whose motives remain ambiguous to all.
474,Solarhunter,Thomas Davis,15,Hero,2008-07-24,"Gifted with powers beyond comprehension, burdened by their weight."
475,Alphamind,David Robinson,2,Hero,2012-05-01,"Once a villain, now fighting for the side of good."
476,Blazestrike,Robert Harris,16,Villain,1986-10-21,A cosmic entity whose motives remain ambiguous to all.
477,Megahawk,Sarah Anderson,10,Villain,1938-01-08,"Once a villain, now fighting for the side of good."
478,Blazehawk,Thomas Anderson,20,Villain,1961-12-14,"Once a villain, now fighting for the side of good."
479,Voidfist,Nancy Davis,10,Villain,1946-04-26,A cosmic entity whose motives remain ambiguous to all.
480,Hyperwave,Barbara Jackson,12,Antihero,1958-02-13,A mercenary with a strict personal code of honor.
481,Voidstrike,,2,Antihero,1944-01-20,A vigilante who operates outside the law to protect the innocent.
482,Plasmawave,Richard Miller,12,Villain,1983-04-08,A mercenary with a strict personal code of honor.
483,Blazewing,Maria Taylor,10,Hero,2005-09-16,A vigilante who operates outside the law to protect the innocent.
484,Ultrafist,Karen Harris,6,Hero,1955-05-19,"Once a villain, now fighting for the side of good."
485,Shadowfire,Charles Thompson,6,Hero,1988-07-11,A vigilante who operates outside the law to protect the innocent.
486,Shadowstar,Charles Williams,5,Villain,1992-02-28,A vigilante who operates outside the law to protect the innocent.
487,Plasmalance,Linda Martin,2,Hero,1948-12-18,"Master of the arcane arts, wielder of forbidden knowledge."
488,Blazeshield,,13,Villain,1943-01-27,A former soldier seeking redemption through heroic deeds.
489,Blazearrow,Maria Harris,1,Hero,1961-07-11,A former soldier seeking redemption through heroic deeds.
490,Omegawave,,7,Hero,1976-02-12,"Gifted with powers beyond comprehension, burdened by their weight."
491,Ultrawoman,Charles Johnson,2,Villain,1984-07-26,"Master of the arcane arts, wielder of forbidden knowledge."
492,Neonstar,Richard Johnson,17,Antihero,2022-08-13,"Master of the arcane arts, wielder of forbidden knowledge."
493,Quantumarrow,Lisa Davis,1,Hero,1993-12-29,The last survivor of a destroyed civilization seeking justice.
494,Ultraclaw,Susan Thomas,16,Hero,2023-11-08,A cosmic entity whose motives remain ambiguous to all.
495,Ironstorm,Patricia Lewis,5,Hero,1949-07-01,The last survivor of a destroyed civilization seeking justice.
496,Blazemind,,18,Hero,1970-04-09,"Raised in secret, now unleashed upon a world unprepared."
497,Shadowveil,Joseph Garcia,9,Antihero,1966-04-29,"Master of the arcane arts, wielder of forbidden knowledge."
498,Neonblade,Michael Wilson,1,Antihero,1977-01-20,A former soldier seeking redemption through heroic deeds.
499,Shadowstorm,Jessica Garcia,6,Antihero,1972-05-19,A vigilante who operates outside the law to protect the innocent.
500,Ironblade,Charles Anderson,20,Hero,1987-09-27,A cosmic entity whose motives remain ambiguous to all.
501,Hyperforce,Nancy Johnson,13,Villain,1939-09-19,"Driven by tragedy, defined by an unbreakable will."
502,Acidveil,,6,Antihero,1963-01-02,"Driven by tragedy, defined by an unbreakable will."
503,Voidfire,Charles Martin,5,Villain,1958-03-30,"Driven by tragedy, defined by an unbreakable will."
504,Alphaclaw,Charles Martin,14,Antihero,1959-07-09,A vigilante who operates outside the law to protect the innocent.
505,Alphaveil,Joseph Miller,2,Villain,2023-12-22,"Gifted with powers beyond comprehension, burdened by their weight."
506,Ultraclaw,Lisa Miller,4,Hero,1996-05-28,"Once a villain, now fighting for the side of good."
507,Ultrafist,,13,Hero,1961-07-15,"Driven by tragedy, defined by an unbreakable will."
508,Alphaveil,Charles Thomas,8,Hero,1941-10-25,A vigilante who operates outside the law to protect the innocent.
509,Neoveil,,17,Hero,1969-04-20,A cosmic entity whose motives remain ambiguous to all.
510,Neowing,Nancy Miller,14,Hero,1987-03-18,"Raised in secret, now unleashed upon a world unprepared."
511,Blazestorm,Lisa Taylor,20,Hero,1963-04-02,"Once a villain, now fighting for the side of good."
512,Voltlance,Linda Thompson,1,Villain,1988-10-07,The last survivor of a destroyed civilization seeking justice.
513,Quantumhunter,Patricia Jones,8,Hero,1965-07-16,"Raised in secret, now unleashed upon a world unprepared."
514,Voltfist,,8,Hero,1996-09-29,"Gifted with powers beyond comprehension, burdened by their weight."
515,Omegawoman,,6,Hero,1966-08-23,"Raised in secret, now unleashed upon a world unprepared."
516,Solarstar,,18,Antihero,2003-04-05,"Gifted with powers beyond comprehension, burdened by their weight."
517,Voltarrow,Karen Smith,17,Villain,1950-02-02,"Once a villain, now fighting for the side of good."
518,Quantumarrow,Maria Jones,20,Antihero,2009-03-15,The last survivor of a destroyed civilization seeking justice.
519,Quantumman,James White,15,Villain,1976-05-07,"Driven by tragedy, defined by an unbreakable will."
520,Thunderforce,Michael Wilson,4,Neutral,1997-06-30,"Driven by tragedy, defined by an unbreakable will."
521,Neonforce,Joseph Davis,8,Villain,1995-06-05,A former soldier seeking redemption through heroic deeds.
522,Shadowbolt,Richard Brown,12,Antihero,1989-09-14,A cosmic entity whose motives remain ambiguous to all.
523,Quantumclaw,Lisa White,15,Neutral,2014-08-15,A vigilante who operates outside the law to protect the innocent.
524,Thunderman,Lisa Smith,7,Villain,1970-10-07,"Raised in secret, now unleashed upon a world unprepared."
525,Plasmahunter,James Jackson,3,Neutral,1976-01-07,"Driven by tragedy, defined by an unbreakable will."
526,Alphawing,,8,Hero,1945-11-10,"Master of the arcane arts, wielder of forbidden knowledge."
527,Megaveil,John Harris,11,Hero,1977-05-24,A former soldier seeking redemption through heroic deeds.
528,Solararrow,Richard Jones,7,Hero,1959-11-01,"Driven by tragedy, defined by an unbreakable will."
529,Frostveil,Susan Smith,17,Neutral,2001-11-11,A cosmic entity whose motives remain ambiguous to all.
530,Thunderstar,Jessica Young,15,Hero,1950-11-15,"Driven by tragedy, defined by an unbreakable will."
531,Blazefist,Nancy Martin,16,Hero,1969-06-01,A former soldier seeking redemption through heroic deeds.
532,Shadowshield,Robert Garcia,17,Villain,1994-10-18,A cosmic entity whose motives remain ambiguous to all.
533,Solarblade,Susan Lewis,19,Villain,1951-01-06,A mercenary with a strict personal code of honor.
534,Thunderarrow,Michael Garcia,7,Hero,1988-11-25,"Once a villain, now fighting for the side of good."
535,Plasmaman,Patricia Taylor,16,Antihero,2011-05-26,A former soldier seeking redemption through heroic deeds.
536,Ultraveil,James Wilson,19,Villain,1964-06-04,A former soldier seeking redemption through heroic deeds.
537,Omegawave,John Davis,15,Antihero,1981-03-17,The last survivor of a destroyed civilization seeking justice.
538,Thunderwave,,14,Villain,1950-06-08,"Once a villain, now fighting for the side of good."
539,Thundermind,,20,Villain,1993-02-05,A vigilante who operates outside the law to protect the innocent.
540,Frostmind,David Lewis,3,Villain,1948-08-27,"Raised in secret, now unleashed upon a world unprepared."
541,Alphafist,Nancy Johnson,17,Hero,2003-01-02,"Raised in secret, now unleashed upon a world unprepared."
542,Titanarrow,Jessica Jones,8,Neutral,1953-07-03,The last survivor of a destroyed civilization seeking justice.
543,Acidfire,,6,Antihero,2007-03-10,"Once a villain, now fighting for the side of good."
544,Neostrike,Thomas Thompson,15,Villain,1989-09-16,The last survivor of a destroyed civilization seeking justice.
545,Thunderfire,Karen Robinson,2,Hero,1985-12-03,"Driven by tragedy, defined by an unbreakable will."
546,Neowave,William White,5,Antihero,2007-05-01,"Master of the arcane arts, wielder of forbidden knowledge."
547,Acidmind,Michael Martin,20,Villain,2000-08-10,A former soldier seeking redemption through heroic deeds.
548,Ironwing,,6,Hero,1972-07-29,A vigilante who operates outside the law to protect the innocent.
549,Hyperwoman,William White,8,Villain,1974-02-23,A mercenary with a strict personal code of honor.
550,Hyperfire,David Lewis,19,Villain,1949-04-18,A mercenary with a strict personal code of honor.
551,Solarbolt,,17,Neutral,2016-06-22,"Master of the arcane arts, wielder of forbidden knowledge."
552,Shadowfist,Maria White,5,Antihero,2002-10-19,"Once a villain, now fighting for the side of good."
553,Thunderveil,Michael Johnson,15,Hero,2010-11-23,The last survivor of a destroyed civilization seeking justice.
554,Alphaarrow,Michael Garcia,7,Villain,1998-02-21,The last survivor of a destroyed civilization seeking justice.
555,Voltclaw,Lisa Taylor,17,Hero,1965-12-16,A vigilante who operates outside the law to protect the innocent.
556,Ultrahawk,Nancy Miller,19,Antihero,1960-12-04,The last survivor of a destroyed civilization seeking justice.
557,Blazeveil,Charles Young,17,Villain,1954-02-10,"Master of the arcane arts, wielder of forbidden knowledge."
558,Omegastorm,Robert Wilson,13,Antihero,2012-04-29,"Once a villain, now fighting for the side of good."
559,Neoveil,Nancy Harris,1,Villain,1975-05-08,A mercenary with a strict personal code of honor.
560,Megahunter,Barbara Brown,18,Villain,2008-02-22,The last survivor of a destroyed civilization seeking justice.
561,Ultrawing,Robert Williams,10,Hero,1941-02-13,"Driven by tragedy, defined by an unbreakable will."
562,Quantumstrike,Joseph Thomas,4,Villain,1998-06-08,A vigilante who operates outside the law to protect the innocent.
563,Alphamind,William Garcia,6,Villain,1995-04-21,"Raised in secret, now unleashed upon a world unprepared."
564,Ironforce,,19,Hero,1940-09-13,"Raised in secret, now unleashed upon a world unprepared."
565,Steelfist,Sarah Williams,4,Villain,1940-09-08,"Driven by tragedy, defined by an unbreakable will."
